	Length
AT1G51510	979
AT1G51520	2049
AT1G51530	1217
AT1G51538	2091
AT1G51540	1542
AT1G51550	2058
AT1G51560	1523
AT1G51570	2519
AT1G51580	1954
AT1G51590	2040
AT1G51600	1665
AT1G51610	2045
AT1G51620	1344
AT1G51630	1652
AT1G51640	2092
AT1G51645	1514
AT1G51650	566
AT1G51660	1625
AT1G51670	960
AT1G51680	2258
AT1G51690	3808
AT1G51700	1120
AT1G51710	1728
AT1G51720	2469
AT1G51730	1229
AT1G51740	1265
AT1G51745	2497
AT1G51750.1	1956
AT1G51760	1684
AT1G51770	1351
AT1G51780	1531
AT1G51790	2960
AT1G51800	2877
AT1G51802	192
AT1G51805	2965
AT1G51810	2666
AT1G51820	2658
AT1G51823	144
AT1G51830	2082
AT1G51840	659
AT1G51850	2715
AT1G51860	2673
AT1G51870	2514
AT1G51880	2643
AT1G51890	2775
AT1G51900	2325
AT1G51910	2631
AT1G51913	345
AT1G51915	417
AT1G51920	237
AT1G51930	399
AT1G51940	2321
AT1G51950	1539
AT1G51960	1056
AT1G51965	1953
AT1G51970	375
AT1G51980	1967
AT1G51990	1108
AT1G52000	2451
AT1G52010.1	2337
AT1G52020.1	5772
AT1G52030	2623
AT1G52040	1681
AT1G52050	1145
AT1G52060	969
AT1G52070	1224
AT1G52080	2319
AT1G52085	267
AT1G52087.1	2016
AT1G52090.1	345
AT1G52100	1890
AT1G52110	1848
AT1G52120	1573
AT1G52130	1452
AT1G52140	891
AT1G52150	3512
AT1G52155	1222
AT1G52160	2889
AT1G52170	74
AT1G52180	375
AT1G52185	200
AT1G52190	2284
AT1G52191	417
AT1G52200	898
AT1G52210.1	4344
AT1G52211	469
AT1G52220	764
AT1G52230	664
AT1G52240	2262
AT1G52260	1837
AT1G52270	678
AT1G52280	939
AT1G52290	1835
AT1G52300	685
AT1G52310	1978
AT1G52315	1068
AT1G52320	3155
AT1G52325	438
AT1G52330	972
AT1G52340	1182
AT1G52342	515
AT1G52343	849
AT1G52347	628
AT1G52350	74
AT1G52360	3635
AT1G52370	1662
AT1G52380	1725
AT1G52390	216
AT1G52400	2179
AT1G52410	2577
AT1G52415	553
AT1G52420	2611
AT1G52430	3411
AT1G52440	810
AT1G52450	3411
AT1G52460	828
AT1G52470	1107
AT1G52490	1542
AT1G52500	1841
AT1G52510	1536
AT1G52520	2412
AT1G52530	1216
AT1G52540	1613
AT1G52550	685
AT1G52560	822
AT1G52565	740
AT1G52570	2470
AT1G52580	1024
AT1G52590	776
AT1G52600	877
AT1G52610.1	2808
AT1G52615	1477
AT1G52618	516
AT1G52620	2477
AT1G52630	1602
AT1G52640	1722
AT1G52650	1702
AT1G52660	1140
AT1G52670	1154
AT1G52680	681
AT1G52690	883
AT1G52695	942
AT1G52696	514
AT1G52700	902
AT1G52710	742
AT1G52720	767
AT1G52730	1564
AT1G52740	807
AT1G52750	2275
AT1G52760	1219
AT1G52770	1723
AT1G52780	3539
AT1G52790	933
AT1G52800	945
AT1G52810	870
AT1G52820	1093
AT1G52825	479
AT1G52827	331
AT1G52830	829
AT1G52840.1	492
AT1G52850.1	2204
AT1G52855	553
AT1G52857	150
AT1G52860	37
AT1G52870	1441
AT1G52880	1403
AT1G52890	1280
AT1G52900	600
AT1G52905	498
AT1G52910	780
AT1G52920	1322
AT1G52930	1114
AT1G52940	1200
AT1G52942	367
AT1G52950	1701
AT1G52960.1	2991
AT1G52970	450
AT1G52980	1939
AT1G52990	942
AT1G53000	1269
AT1G53010	537
AT1G53020	1182
AT1G53023	951
AT1G53025	2029
AT1G53030	530
AT1G53035	852
AT1G53039	141
AT1G53040	2188
AT1G53050	2830
AT1G53060	729
AT1G53070	1041
AT1G53080	852
AT1G53090	2993
AT1G53100	1531
AT1G53110	2038
AT1G53120	1177
AT1G53130	822
AT1G53140	2644
AT1G53160	1071
AT1G53163	1025
AT1G53165	2628
AT1G53170	916
AT1G53180	1386
AT1G53190	2036
AT1G53200	2186
AT1G53210	2219
AT1G53220	74
AT1G53230	1844
AT1G53233	1938
AT1G53240	1512
AT1G53250	1333
AT1G53260	1408
AT1G53265	378
AT1G53270	1773
AT1G53280	1537
AT1G53282	317
AT1G53285	439
AT1G53290	1331
AT1G53300	2404
AT1G53310	3415
AT1G53320	1438
AT1G53325	507
AT1G53330	1416
AT1G53340	2004
AT1G53345	1206
AT1G53350	2784
AT1G53360	1032
AT1G53366	138
AT1G53370	1068
AT1G53380	2215
AT1G53390	3708
AT1G53400	833
AT1G53410	72
AT1G53420	2862
AT1G53430	3843
AT1G53440	3108
AT1G53450	2379
AT1G53460	1136
AT1G53470	2646
AT1G53480	1250
AT1G53490	2252
AT1G53500	2526
AT1G53510	2380
AT1G53520	974
AT1G53530	926
AT1G53540	648
AT1G53541	111
AT1G53542	186
AT1G53543	156
AT1G53550	1227
AT1G53560	651
AT1G53570	2416
AT1G53580	1241
AT1G53590	2635
AT1G53600	2154
AT1G53610	285
AT1G53620	497
AT1G53625	514
AT1G53630.1	1112
AT1G53633	451
AT1G53635	507
AT1G53640	873
AT1G53645	1907
AT1G53650	1501
AT1G53660	999
AT1G53670	800
AT1G53680	675
AT1G53683	154
AT1G53687	217
AT1G53690	245
AT1G53700	1530
AT1G53705	476
AT1G53708	630
AT1G53710	1973
AT1G53720	1770
AT1G53730	2471
AT1G53750	1630
AT1G53760	1188
AT1G53770	2005
AT1G53780	2481
AT1G53785	1114
AT1G53790	1937
AT1G53800	2088
AT1G53801	630
AT1G53810.1	4569
AT1G53815	714
AT1G53820	933
AT1G53830	1948
AT1G53840	2058
AT1G53850	1094
AT1G53860	1440
AT1G53870	1059
AT1G53880	1959
AT1G53885	637
AT1G53887	441
AT1G53890	1081
AT1G53900	1959
AT1G53903	631
AT1G53910	1596
AT1G53920	1171
AT1G53930	477
AT1G53935	760
AT1G53940	1311
AT1G53950	651
AT1G53970	407
AT1G53980	276
AT1G53990	1104
AT1G54000	1609
AT1G54010	1419
AT1G54020	1387
AT1G54030	1434
AT1G54035	538
AT1G54040	1409
AT1G54050	680
AT1G54060	1646
AT1G54070	416
AT1G54080	1907
AT1G54090	2334
AT1G54095	830
AT1G54100	1975
AT1G54110	867
AT1G54115	2060
AT1G54120	521
AT1G54130	2633
AT1G54140	766
AT1G54150	1386
AT1G54160	1462
AT1G54170	2267
AT1G54180	1906
AT1G54200	1354
AT1G54210	702
AT1G54215	510
AT1G54217	894
AT1G54220	2145
AT1G54230	1094
AT1G54240	1017
AT1G54250	770
AT1G54260	1111
AT1G54270	1759
AT1G54280	4199
AT1G54290	811
AT1G54300	1042
AT1G54310	1516
AT1G54320	1412
AT1G54330	1117
AT1G54340	1571
AT1G54350	2312
AT1G54355	1235
AT1G54360	1858
AT1G54370	1772
AT1G54380	1879
AT1G54385	2108
AT1G54390	1538
AT1G54400	552
AT1G54410	728
AT1G54420	363
AT1G54430.1	4920
AT1G54440	2304
AT1G54445	237
AT1G54450	1838
AT1G54460	1465
AT1G54470	3277
AT1G54490	3219
AT1G54500	835
AT1G54510	2324
AT1G54520	1480
AT1G54530	384
AT1G54540	863
AT1G54550	1336
AT1G54560	4590
AT1G54570	2458
AT1G54575	651
AT1G54580	881
AT1G54590	1132
AT1G54600	1123
AT1G54610	2123
AT1G54620	589
AT1G54630	1062
AT1G54640	738
AT1G54650	1188
AT1G54660	3037
AT1G54670	73
AT1G54680	881
AT1G54690	801
AT1G54700	914
AT1G54710	3335
AT1G54720	366
AT1G54730	2116
AT1G54740	1218
AT1G54750.1	347
AT1G54760	486
AT1G54770	927
AT1G54775	231
AT1G54780	1163
AT1G54790	1874
AT1G54820	1531
AT1G54830	1589
AT1G54840	1320
AT1G54850	898
AT1G54860	901
AT1G54870	1243
AT1G54880	192
AT1G54890	1131
AT1G54905.1	223
AT1G54920	3226
AT1G54923.1	405
AT1G54926.1	822
AT1G54930	1062
AT1G54940	1674
AT1G54950	291
AT1G54955.1	1086
AT1G54960	2183
AT1G54970	1258
AT1G54980	543
AT1G54985	1323
AT1G54990	1660
AT1G55000	1124
AT1G55010	243
AT1G55020	2800
AT1G55030	1269
AT1G55035	1532
AT1G55040	2783
AT1G55045	198
AT1G55050	3022
AT1G55060	693
AT1G55070	1182
AT1G55080	925
AT1G55090	2762
AT1G55100.1	869
AT1G55110	1580
AT1G55120	2175
AT1G55130	2041
AT1G55140	832
AT1G55150	1839
AT1G55152	869
AT1G55160	945
AT1G55170	1219
AT1G55175	486
AT1G55180	2289
AT1G55190	803
AT1G55200	2225
AT1G55205	888
AT1G55207	530
AT1G55210	919
AT1G55220	495
AT1G55221	781
AT1G55230	1106
AT1G55240	1255
AT1G55250	3140
AT1G55260	1015
AT1G55265	693
AT1G55270	1895
AT1G55280	1409
AT1G55290	1264
AT1G55300	1053
AT1G55310	1272
AT1G55320	2432
AT1G55325	7498
AT1G55330	427
AT1G55340	1151
AT1G55350	7721
AT1G55360	1797
AT1G55365	381
AT1G55370	1588
AT1G55380	1986
AT1G55390	2168
AT1G55400.1	733
AT1G55410	2421
AT1G55420	2178
AT1G55430	1974
AT1G55440	1962
AT1G55450	1387
AT1G55460	1547
AT1G55470.1	1835
AT1G55475	1365
AT1G55480	1342
AT1G55490	2118
AT1G55500	2572
AT1G55510	1402
AT1G55520	1209
AT1G55525	321
AT1G55530	1650
AT1G55535	1413
AT1G55540	5736
AT1G55546	396
AT1G55550	2797
AT1G55560	1932
AT1G55570	2088
AT1G55580	1742
AT1G55590	2095
AT1G55591	85
AT1G55600	1462
AT1G55604	404
AT1G55610	4033
AT1G55615	198
AT1G55620	2763
AT1G55625	82
AT1G55630	1890
AT1G55640	564
AT1G55650	1014
AT1G55660	1647
AT1G55670	780
AT1G55675	870
AT1G55680	1960
AT1G55690	2756
AT1G55700	2040
AT1G55710	219
AT1G55720	1449
AT1G55730	1933
AT1G55740	2477
AT1G55750	2077
AT1G55760	1746
AT1G55770	528
AT1G55790	1883
AT1G55800	945
AT1G55805	717
AT1G55810	2328
AT1G55820	1979
AT1G55830	1684
AT1G55840	1521
AT1G55850	2311
AT1G55860	12525
AT1G55870	2211
AT1G55880	1811
AT1G55890	1455
AT1G55900	1549
AT1G55910	1196
AT1G55915	1540
AT1G55920	1332
AT1G55928	1273
AT1G55930	2239
AT1G55940	2052
AT1G55950	612
AT1G55960	1723
AT1G55964	535
AT1G55970	4693
AT1G55980	1401
AT1G55990	420
AT1G56000	1588
AT1G56010	1704
AT1G56020	1404
AT1G56030	1116
AT1G56040	1458
AT1G56045	336
AT1G56050	1500
AT1G56060	436
AT1G56070	2958
AT1G56080	1305
AT1G56085	462
AT1G56090	1285
AT1G56100	1167
AT1G56110	1782
AT1G56120	3144
AT1G56130	3099
AT1G56140	3320
AT1G56145	3336
AT1G56150	555
AT1G56160	1034
AT1G56165	1180
AT1G56170	1027
AT1G56180	1526
AT1G56190	1819
AT1G56200	715
AT1G56210	1384
AT1G56220	762
AT1G56230	2596
AT1G56233	335
AT1G56240	1142
AT1G56242	1252
AT1G56250	1146
AT1G56260	939
AT1G56270	634
AT1G56280	1185
AT1G56290	2416
AT1G56300	928
AT1G56310	1857
AT1G56320	701
AT1G56330	943
AT1G56340	1523
AT1G56345	1392
AT1G56350	1673
AT1G56360	1401
AT1G56380	1205
AT1G56385	483
AT1G56390	2765
AT1G56400	1440
AT1G56410	1854
AT1G56415	466
AT1G56418	281
AT1G56420	773
AT1G56423	1257
AT1G56430	1144
AT1G56440	1809
AT1G56450	1042
AT1G56460	2166
AT1G56470	448
AT1G56480	2552
AT1G56490	2273
AT1G56500	3428
AT1G56510	3657
AT1G56520	3698
AT1G56530	558
AT1G56540	3291
AT1G56550	1625
AT1G56553	341
AT1G56555	534
AT1G56560	2109
AT1G56570	1836
AT1G56580	698
AT1G56590	1523
AT1G56600	1396
AT1G56605.1	527
AT1G56610	2609
AT1G56612	1289
AT1G56620	540
AT1G56630	1458
AT1G56640	471
AT1G56650	914
AT1G56660	1821
AT1G56670	1219
AT1G56675.1	4461
AT1G56680	933
AT1G56690	2115
AT1G56700	1265
AT1G56710	1514
AT1G56720	2188
AT1G56730	82
AT1G56740	37
AT1G56750	37
AT1G56760	82
AT1G56770	37
AT1G56780	37
AT1G56790	82
AT1G56800	37
AT1G56810	37
AT1G56820	82
AT1G56830	37
AT1G56840	37
AT1G56850	82
AT1G56860	37
AT1G56870	37
AT1G56880	82
AT1G56890	37
AT1G56900	37
AT1G56910	82
AT1G56920	37
AT1G56930	37
AT1G56940	82
AT1G56950	37
AT1G56960	37
AT1G56970	82
AT1G56980	37
AT1G56990	37
AT1G57000	82
AT1G57010	37
AT1G57020	37
AT1G57030	82
AT1G57040	37
AT1G57050	37
AT1G57060	82
AT1G57070	37
AT1G57080	37
AT1G57090	82
AT1G57100	37
AT1G57110	37
AT1G57120	82
AT1G57130	37
AT1G57140	37
AT1G57150	82
AT1G57160	37
AT1G57170	37
AT1G57180	82
AT1G57190	37
AT1G57200	37
AT1G57210	82
AT1G57220	37
AT1G57230	37
AT1G57240	82
AT1G57250	37
AT1G57260	37
AT1G57270	82
AT1G57280	37
AT1G57290	37
AT1G57300	82
AT1G57310	37
AT1G57320	37
AT1G57330	82
AT1G57340	37
AT1G57350	37
AT1G57360	82
AT1G57370	37
AT1G57380	37
AT1G57390	82
AT1G57400	37
AT1G57410	37
AT1G57420	82
AT1G57430	37
AT1G57440	37
AT1G57450	84
AT1G57460	37
AT1G57470	37
AT1G57480	82
AT1G57490	37
AT1G57500	37
AT1G57510	84
AT1G57520	37
AT1G57530	37
AT1G57540	748
AT1G57550	159
AT1G57560	1073
AT1G57565	579
AT1G57570	2306
AT1G57580	1041
AT1G57590	1489
AT1G57600	1950
AT1G57610	1466
AT1G57613	318
AT1G57620	1004
AT1G57630	519
AT1G57640.1	4440
AT1G57650	2130
AT1G57660	715
AT1G57670	1164
AT1G57680	1861
AT1G57690	993
AT1G57700	2667
AT1G57710	71
AT1G57720	1754
AT1G57730	525
AT1G57740	1174
AT1G57750	1729
AT1G57760	563
AT1G57765	773
AT1G57770	1928
AT1G57775	451
AT1G57777	564
AT1G57780	795
AT1G57790	1318
AT1G57800	2107
AT1G57810.1	684
AT1G57820	2154
AT1G57830	495
AT1G57835	613
AT1G57840	1375
AT1G57850	571
AT1G57860	669
AT1G57870	2022
AT1G57906	687
AT1G57943	1197
AT1G57980	1470
AT1G57990	1416
AT1G58007	795
AT1G58010	250
AT1G58020.1	5639
AT1G58025	2314
AT1G58030	2371
AT1G58037	1638
AT1G58040.1	716
AT1G58050	4254
AT1G58055	308
AT1G58060	4611
AT1G58070	1171
AT1G58080	1595
AT1G58090	1116
AT1G58100	1639
AT1G58110	1774
AT1G58120	2057
AT1G58122	2057
AT1G58130	721
AT1G58140.1	3963
AT1G58150	276
AT1G58160	521
AT1G58170	709
AT1G58180	1377
AT1G58190	5506
AT1G58200	2563
AT1G58210	3741
AT1G58220	2946
AT1G58225	702
AT1G58230	8256
AT1G58235	1012
AT1G58242	407
AT1G58245	273
AT1G58248	276
AT1G58250	8417
AT1G58260	1593
AT1G58265	480
AT1G58270	1497
AT1G58280	1464
AT1G58290	2083
AT1G58300	855
AT1G58310	1518
AT1G58320	447
AT1G58330	912
AT1G58340	2075
AT1G58350	3218
AT1G58360	1740
AT1G58370	2903
AT1G58380	1109
AT1G58390	2798
AT1G58400	2703
AT1G58410	2801
AT1G58420	740
AT1G58430	1313
AT1G58440	1892
AT1G58450	495
AT1G58460	534
AT1G58470	1387
AT1G58520	3863
AT1G58561.1	4572
AT1G58590	803
AT1G58602	4973
AT1G58643	1461
AT1G58684	1126
AT1G58725	1050
AT1G58766	2003
AT1G58807	3714
AT1G58808	1763
AT1G58848	4200
AT1G58889.1	4569
AT1G58936	1461
AT1G58983	1126
AT1G59030	936
AT1G59077	1998
AT1G59124	3626
AT1G59171	990
AT1G59218	3816
AT1G59265.1	4428
AT1G59312	1461
AT1G59359	1100
AT1G59406	1050
AT1G59453	5190
AT1G59500	1794
AT1G59510	1482
AT1G59520	1622
AT1G59530	447
AT1G59535	120
AT1G59540	2735
AT1G59550	924
AT1G59560	1319
AT1G59570	82
AT1G59580	1615
AT1G59590	1041
AT1G59600	1259
AT1G59610	3261
AT1G59620	2808
AT1G59630	720
AT1G59640	1663
AT1G59650	2086
AT1G59660	3185
AT1G59670	865
AT1G59675	495
AT1G59680	795
AT1G59690	432
AT1G59700	1064
AT1G59710	1670
AT1G59720	2033
AT1G59722	471
AT1G59725	996
AT1G59730	579
AT1G59740	2031
AT1G59750	2599
AT1G59760	3158
AT1G59770.1	1127
AT1G59780	2721
AT1G59790	1125
AT1G59800	768
AT1G59810	852
AT1G59820	4184
AT1G59830	1390
AT1G59833	255
AT1G59835	381
AT1G59840	2094
AT1G59850	1497
AT1G59860	720
AT1G59865	743
AT1G59870	4759
AT1G59880	72
AT1G59885	390
AT1G59890	4199
AT1G59900	1468
AT1G59910	3006
AT1G59920	399
AT1G59930	399
AT1G59940	1051
AT1G59950	963
AT1G59960	1179
AT1G59970	1343
AT1G59980	1685
AT1G59990	2052
AT1G60000	972
AT1G60010	965
AT1G60020.1	4382
AT1G60025	111
AT1G60030	1966
AT1G60040	855
AT1G60050	1125
AT1G60060	1464
AT1G60070	3268
AT1G60072	126
AT1G60073	98
AT1G60075	1224
AT1G60080	1441
AT1G60090	1539
AT1G60095	1750
AT1G60110	1797
AT1G60120.1	1053
AT1G60130	1803
AT1G60140	3146
AT1G60150.1	625
AT1G60160	2700
AT1G60170	1819
AT1G60180	891
AT1G60190	2276
AT1G60200	2896
AT1G60220	2016
AT1G60230	1594
AT1G60240	834
AT1G60250	756
AT1G60260	1543
AT1G60270	1570
AT1G60280	1044
AT1G60290	278
AT1G60300	969
AT1G60310.1	1550
AT1G60320	516
AT1G60330	355
AT1G60340	1116
AT1G60350	963
AT1G60360	984
AT1G60370	852
AT1G60380	957
AT1G60390	2092
AT1G60400	1212
AT1G60410	1460
AT1G60420	1992
AT1G60430	1088
AT1G60440	1481
AT1G60450	999
AT1G60460	1968
AT1G60470	1343
AT1G60480	955
AT1G60490	2790
AT1G60500	2152
AT1G60505	2715
AT1G60510	2418
AT1G60520	764
AT1G60525	1722
AT1G60530	906
AT1G60540	2031
AT1G60545	2305
AT1G60550	1308
AT1G60560	2427
AT1G60570	1146
AT1G60580	71
AT1G60590	1982
AT1G60600	1742
AT1G60610	1772
AT1G60620	1431
AT1G60625	246
AT1G60630	2174
AT1G60640	1341
AT1G60650	1266
AT1G60660	601
AT1G60670	1569
AT1G60680	1304
AT1G60690	1038
AT1G60700	1882
AT1G60710	1492
AT1G60720	870
AT1G60730	1496
AT1G60740	677
AT1G60750	993
AT1G60760	492
AT1G60770	1800
AT1G60780	1897
AT1G60783	938
AT1G60790	1810
AT1G60800	2573
AT1G60810	1488
AT1G60815	246
AT1G60820	71
AT1G60830	336
AT1G60835	248
AT1G60840	71
AT1G60850	1610
AT1G60860	2786
AT1G60870	1111
AT1G60880	606
AT1G60890	3042
AT1G60900	2085
AT1G60910	71
AT1G60913	240
AT1G60920	576
AT1G60930	3876
AT1G60940	1682
AT1G60950	833
AT1G60960	1532
AT1G60970	833
AT1G60980	1131
AT1G60983	270
AT1G60985	473
AT1G60986	548
AT1G60987	688
AT1G60989	477
AT1G60990	1806
AT1G60995	2141
AT1G61000	1554
AT1G61010	2680
AT1G61020	74
AT1G61030	2896
AT1G61040	2353
AT1G61050	1549
AT1G61060	804
AT1G61065	860
AT1G61070	590
AT1G61080	2724
AT1G61090	719
AT1G61093	731
AT1G61095	700
AT1G61097	686
AT1G61100	2931
AT1G61105	598
AT1G61110	1332
AT1G61120	2899
AT1G61130	1392
AT1G61140	4608
AT1G61150	1390
AT1G61160	632
AT1G61165	108
AT1G61170	1038
AT1G61180	3318
AT1G61190	2904
AT1G61200	216
AT1G61210	4188
AT1G61215	2109
AT1G61224	107
AT1G61226	275
AT1G61230	1518
AT1G61240	2072
AT1G61250	1462
AT1G61255	541
AT1G61260	1409
AT1G61270	1356
AT1G61275	175
AT1G61280	414
AT1G61290	1091
AT1G61300	2635
AT1G61310	2881
AT1G61320	1515
AT1G61330	1344
AT1G61340	1106
AT1G61350	2013
AT1G61353	174
AT1G61360	2928
AT1G61370	2445
AT1G61380	2743
AT1G61390	2862
AT1G61400	2502
AT1G61410	910
AT1G61415	1161
AT1G61420	2681
AT1G61430	2909
AT1G61440	2379
AT1G61450	498
AT1G61460	2585
AT1G61470	837
AT1G61475	639
AT1G61480	2605
AT1G61490	2415
AT1G61500	2415
AT1G61510.1	1827
AT1G61520	1479
AT1G61540	1209
AT1G61542	264
AT1G61550	2982
AT1G61560	2492
AT1G61563	528
AT1G61566	551
AT1G61570	499
AT1G61575	370
AT1G61580	1354
AT1G61590	1517
AT1G61600	1266
AT1G61610	2529
AT1G61620	1264
AT1G61630	1254
AT1G61640	2339
AT1G61650	598
AT1G61660	1707
AT1G61665	257
AT1G61667	714
AT1G61670	1813
AT1G61680	1883
AT1G61685	117
AT1G61688	413
AT1G61690	3811
AT1G61700	530
AT1G61710	1209
AT1G61720	1224
AT1G61730	1485
AT1G61732	118
AT1G61740	1726
AT1G61750	1026
AT1G61760	675
AT1G61770	1195
AT1G61780	641
AT1G61790	1041
AT1G61795	901
AT1G61800	1569
AT1G61810	1960
AT1G61820	2360
AT1G61830	1869
AT1G61840	2445
AT1G61850	4199
AT1G61860	1392
AT1G61870	1612
AT1G61880	72
AT1G61890	1956
AT1G61900	1926
AT1G61910	80
AT1G61920	586
AT1G61930	876
AT1G61940	735
AT1G61950	1661
AT1G61960	1688
AT1G61970	2848
AT1G61980	1544
AT1G61990	1731
AT1G62000	706
AT1G62010	1586
AT1G62020	4098
AT1G62030	2349
AT1G62035	116
AT1G62040	905
AT1G62045	495
AT1G62050	2221
AT1G62055	534
AT1G62060	732
AT1G62070	696
AT1G62075.1	522
AT1G62080	708
AT1G62085	1386
AT1G62090	4438
AT1G62095	558
AT1G62110	1836
AT1G62120	1589
AT1G62130	3157
AT1G62150	1736
AT1G62160	663
AT1G62170	1728
AT1G62180	1789
AT1G62181	102
AT1G62190	1032
AT1G62200	1909
AT1G62210	860
AT1G62214	363
AT1G62220	649
AT1G62225	792
AT1G62230.1	705
AT1G62240	889
AT1G62250	1335
AT1G62260	1971
AT1G62262	1520
AT1G62270	1152
AT1G62280	1365
AT1G62290	1840
AT1G62300	1990
AT1G62301	171
AT1G62305	1500
AT1G62310	2687
AT1G62320	2310
AT1G62330	2171
AT1G62333	496
AT1G62340	2636
AT1G62350	621
AT1G62355	123
AT1G62360	1363
AT1G62370	615
AT1G62380	1318
AT1G62390	2835
AT1G62400	1098
AT1G62410	672
AT1G62420	1039
AT1G62421	406
AT1G62422	895
AT1G62430	1856
AT1G62440	2481
AT1G62450	672
AT1G62460.1	4402
AT1G62480	764
AT1G62490	1005
AT1G62500	1458
AT1G62510	823
AT1G62520	1098
AT1G62530	1198
AT1G62540	1740
AT1G62550.1	367
AT1G62560	1576
AT1G62570	1779
AT1G62580	1494
AT1G62590	2212
AT1G62600	1532
AT1G62610	1488
AT1G62620	1514
AT1G62630	2682
AT1G62640	1855
AT1G62650	369
AT1G62660	2428
AT1G62670	1893
AT1G62680	2301
AT1G62690	680
AT1G62695.1	980
AT1G62700	1185
AT1G62710	1716
AT1G62720	1619
AT1G62730	1251
AT1G62740	1949
AT1G62750	2666
AT1G62760	939
AT1G62766.1	2229
AT1G62770	868
AT1G62780	957
AT1G62790	771
AT1G62800	1496
AT1G62810	2860
AT1G62820	679
AT1G62830	2713
AT1G62835	559
AT1G62840	911
AT1G62850	1707
AT1G62860	2342
AT1G62863	168
AT1G62870	2749
AT1G62880	1735
AT1G62886	219
AT1G62890.1	588
AT1G62900	836
AT1G62910	1902
AT1G62914	1587
AT1G62920	783
AT1G62930	2150
AT1G62935	531
AT1G62940	1648
AT1G62950	2846
AT1G62960	1845
AT1G62970	2737
AT1G62975	1085
AT1G62978	147
AT1G62980	1002
AT1G62981	1483
AT1G62990	1319
AT1G63000	1277
AT1G63005	135
AT1G63010	3137
AT1G63020	5325
AT1G63030	1004
AT1G63040	747
AT1G63050	1688
AT1G63055	628
AT1G63057	573
AT1G63060	664
AT1G63070	1773
AT1G63080	3186
AT1G63090	1332
AT1G63100	1977
AT1G63105	369
AT1G63110	1843
AT1G63120	1222
AT1G63130	2420
AT1G63140	1343
AT1G63150	2049
AT1G63160	1263
AT1G63170	1606
AT1G63180	1425
AT1G63190	678
AT1G63200	651
AT1G63205	570
AT1G63206	833
AT1G63210	3594
AT1G63220	750
AT1G63230	1572
AT1G63240	1925
AT1G63245	243
AT1G63250	2612
AT1G63260	1473
AT1G63270	937
AT1G63280	363
AT1G63290	979
AT1G63295	748
AT1G63300	3243
AT1G63310	779
AT1G63320	570
AT1G63330	1680
AT1G63340	1275
AT1G63350	2697
AT1G63360	2655
AT1G63370	1353
AT1G63380	880
AT1G63390	394
AT1G63400	1734
AT1G63410	627
AT1G63420	1870
AT1G63430	2847
AT1G63440	2988
AT1G63450	3161
AT1G63460	747
AT1G63470	1806
AT1G63480	1853
AT1G63490	3717
AT1G63500	2289
AT1G63510	72
AT1G63520	2073
AT1G63522	278
AT1G63530	1925
AT1G63535	183
AT1G63540	1997
AT1G63550	1440
AT1G63560	1185
AT1G63570	855
AT1G63580	822
AT1G63590	807
AT1G63600	913
AT1G63610	1308
AT1G63630	1157
AT1G63640	3676
AT1G63650	2353
AT1G63660	1992
AT1G63670	2545
AT1G63680	2721
AT1G63690	2053
AT1G63700	3275
AT1G63710	1765
AT1G63720	1524
AT1G63730	2901
AT1G63740	3241
AT1G63750	4340
AT1G63760	1900
AT1G63770	3571
AT1G63780	1220
AT1G63790	72
AT1G63800	907
AT1G63810	3447
AT1G63820	1306
AT1G63830	1260
AT1G63835.1	480
AT1G63840	1111
AT1G63850	1647
AT1G63855	1075
AT1G63860	3451
AT1G63870	3096
AT1G63880	3369
AT1G63900	1708
AT1G63910	1447
AT1G63920	1076
AT1G63930	1443
AT1G63940	2133
AT1G63950	345
AT1G63960	306
AT1G63970	956
AT1G63980	1554
AT1G63990	1656
AT1G64000	888
AT1G64010	558
AT1G64020	366
AT1G64030	1158
AT1G64035	2241
AT1G64040	1596
AT1G64050	2692
AT1G64060	3941
AT1G64065	1177
AT1G64070	2994
AT1G64080	1688
AT1G64090	1456
AT1G64100	2481
AT1G64105	593
AT1G64107	276
AT1G64110	2909
AT1G64120	84
AT1G64130	348
AT1G64140	2743
AT1G64142	2743
AT1G64150	1349
AT1G64160	830
AT1G64170	2436
AT1G64180	2072
AT1G64185	601
AT1G64190	1809
AT1G64195	219
AT1G64200	725
AT1G64210	1764
AT1G64220	234
AT1G64230	1052
AT1G64235	372
AT1G64240.1	2337
AT1G64250.1	2364
AT1G64255	2253
AT1G64260	2160
AT1G64270.1	2214
AT1G64280	2522
AT1G64290	1311
AT1G64295	1071
AT1G64300	2725
AT1G64310	1659
AT1G64320	1431
AT1G64330	2047
AT1G64340	1230
AT1G64350	1275
AT1G64355	1008
AT1G64360	563
AT1G64370	742
AT1G64380	1528
AT1G64385	1565
AT1G64390	2660
AT1G64400	2304
AT1G64405	605
AT1G64410.1	3696
AT1G64420	73
AT1G64430	2372
AT1G64440	1453
AT1G64450	1249
AT1G64460	1095
AT1G64470	1051
AT1G64480	645
AT1G64490	581
AT1G64500	1260
AT1G64510	864
AT1G64520	1079
AT1G64530	2870
AT1G64540	1335
AT1G64550	2464
AT1G64560	449
AT1G64561	549
AT1G64563	2921
AT1G64570	3720
AT1G64572	490
AT1G64580	1942
AT1G64583	1690
AT1G64585	165
AT1G64590	1373
AT1G64600	1734
AT1G64610	2460
AT1G64618	494
AT1G64620	1589
AT1G64625	1909
